# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2447
7994 E0100; Adobe-Japan1;CID+9736
7995 E0100; Adobe-Japan1;CID+9737
7996 E0100; Adobe-Japan1;CID+9738
7998 E0100; Adobe-Japan1;CID+9739
799B E0100; Adobe-Japan1;CID+9740
799C E0100; Adobe-Japan1;CID+9741
799D E0100; Adobe-Japan1;CID+9742
79A1 E0100; Adobe-Japan1;CID+9743
79A6 E0100; Adobe-Japan1;CID+9744
79A7 E0100; Adobe-Japan1;CID+9745
79A7 E0101; Adobe-Japan1;CID+17084
79A8 E0100; Adobe-Japan1;CID+9746
79A9 E0100; Adobe-Japan1;CID+9747
79AA E0100; Adobe-Japan1;CID+9748
79AB E0100; Adobe-Japan1;CID+9749
79AE E0100; Adobe-Japan1;CID+9750
79AE E0101; Adobe-Japan1;CID+17085
79AF E0100; Adobe-Japan1;CID+9751
79B0 E0100; Adobe-Japan1;CID+16496
79B0 E0101; Adobe-Japan1;CID+9752
79B1 E0100; Adobe-Japan1;CID+9753
79B1 E0101; Adobe-Japan1;CID+17086
79B3 E0100; Adobe-Japan1;CID+9754
79B4 E0100; Adobe-Japan1;CID+9755
79B8 E0100; Adobe-Japan1;CID+9756
79B9 E0100; Adobe-Japan1;CID+9757
79BA E0100; Adobe-Japan1;CID+9758
79BA E0101; Adobe-Japan1;CID+17087
79BB E0100; Adobe-Japan1;CID+9759
79BD E0100; Adobe-Japan1;CID+9760
79BE E0100; Adobe-Japan1;CID+9761
79BF E0100; Adobe-Japan1;CID+9762
79C0 E0100; Adobe-Japan1;CID+9763
79C1 E0100; Adobe-Japan1;CID+9764
79C2 E0100; Adobe-Japan1;CID+9765
79C4 E0100; Adobe-Japan1;CID+9766
79C7 E0100; Adobe-Japan1;CID+9767
79C8 E0100; Adobe-Japan1;CID+9768
79C9 E0100; Adobe-Japan1;CID+9769
79CA E0100; Adobe-Japan1;CID+9770
79CB E0100; Adobe-Japan1;CID+9771
79CC E0100; Adobe-Japan1;CID+9772
79CD E0100; Adobe-Japan1;CID+9773
79CF E0100; Adobe-Japan1;CID+9774
79D1 E0100; Adobe-Japan1;CID+9775
79D2 E0100; Adobe-Japan1;CID+9776
79D4 E0100; Adobe-Japan1;CID+9777
79D5 E0100; Adobe-Japan1;CID+9778
79D6 E0100; Adobe-Japan1;CID+9779
79D8 E0100; Adobe-Japan1;CID+9780
79DA E0100; Adobe-Japan1;CID+9781
79DD E0100; Adobe-Japan1;CID+9782
79DE E0100; Adobe-Japan1;CID+9783
79DF E0100; Adobe-Japan1;CID+9784
79E0 E0100; Adobe-Japan1;CID+9785
79E1 E0100; Adobe-Japan1;CID+9786
79E2 E0100; Adobe-Japan1;CID+9787
79E3 E0100; Adobe-Japan1;CID+9788
79E4 E0100; Adobe-Japan1;CID+16497
79E4 E0101; Adobe-Japan1;CID+9789
79E5 E0100; Adobe-Japan1;CID+9790
79E6 E0100; Adobe-Japan1;CID+9791
79E7 E0100; Adobe-Japan1;CID+9792
79E9 E0100; Adobe-Japan1;CID+9793
79EA E0100; Adobe-Japan1;CID+9794
79EB E0100; Adobe-Japan1;CID+9795
79EC E0100; Adobe-Japan1;CID+9796
79ED E0100; Adobe-Japan1;CID+9797
79F0 E0100; Adobe-Japan1;CID+9798
79F1 E0100; Adobe-Japan1;CID+9799
79F8 E0100; Adobe-Japan1;CID+9800
79FB E0100; Adobe-Japan1;CID+9801
79FC E0100; Adobe-Japan1;CID+9802
7A00 E0100; Adobe-Japan1;CID+9803
7A02 E0100; Adobe-Japan1;CID+9804
7A03 E0100; Adobe-Japan1;CID+9805
7A05 E0100; Adobe-Japan1;CID+9806
7A07 E0100; Adobe-Japan1;CID+9807
7A08 E0100; Adobe-Japan1;CID+9808
7A09 E0100; Adobe-Japan1;CID+9809
7A0A E0100; Adobe-Japan1;CID+9810
7A0B E0100; Adobe-Japan1;CID+9811
7A0B E0101; Adobe-Japan1;CID+17088
7A0C E0100; Adobe-Japan1;CID+9812
7A0D E0100; Adobe-Japan1;CID+9813
7A0E E0100; Adobe-Japan1;CID+9814
7A11 E0100; Adobe-Japan1;CID+9815
7A14 E0100; Adobe-Japan1;CID+9816
7A15 E0100; Adobe-Japan1;CID+9817
7A17 E0100; Adobe-Japan1;CID+16498
7A17 E0101; Adobe-Japan1;CID+9818
7A18 E0100; Adobe-Japan1;CID+9819
7A19 E0100; Adobe-Japan1;CID+9820
7A19 E0101; Adobe-Japan1;CID+17089
7A1A E0100; Adobe-Japan1;CID+9821
7A1B E0100; Adobe-Japan1;CID+9822
7A1C E0100; Adobe-Japan1;CID+9823
7A1E E0100; Adobe-Japan1;CID+9824
7A1F E0100; Adobe-Japan1;CID+9825
7A20 E0100; Adobe-Japan1;CID+9826
7A21 E0100; Adobe-Japan1;CID+9827
7A27 E0100; Adobe-Japan1;CID+9828
7A2B E0100; Adobe-Japan1;CID+9829
7A2D E0100; Adobe-Japan1;CID+9830
7A2E E0100; Adobe-Japan1;CID+9831
7A2F E0100; Adobe-Japan1;CID+9832
7A30 E0100; Adobe-Japan1;CID+9833
7A31 E0100; Adobe-Japan1;CID+9834
7A31 E0101; Adobe-Japan1;CID+17090
7A32 E0100; Adobe-Japan1;CID+9835
7A34 E0100; Adobe-Japan1;CID+9836
7A35 E0100; Adobe-Japan1;CID+9837
7A37 E0100; Adobe-Japan1;CID+9838
7A38 E0100; Adobe-Japan1;CID+9839
7A39 E0100; Adobe-Japan1;CID+9840
7A3A E0100; Adobe-Japan1;CID+9841
7A3B E0100; Adobe-Japan1;CID+9842
7A3C E0100; Adobe-Japan1;CID+9843
7A3D E0100; Adobe-Japan1;CID+9844
7A3E E0100; Adobe-Japan1;CID+9845
7A3F E0100; Adobe-Japan1;CID+9846
7A40 E0100; Adobe-Japan1;CID+15487
7A40 E0101; Adobe-Japan1;CID+9847
7A42 E0100; Adobe-Japan1;CID+9848
7A43 E0100; Adobe-Japan1;CID+9849
7A44 E0100; Adobe-Japan1;CID+9850
7A45 E0100; Adobe-Japan1;CID+9851
7A46 E0100; Adobe-Japan1;CID+9852
7A47 E0100; Adobe-Japan1;CID+9853
7A48 E0100; Adobe-Japan1;CID+9854
7A49 E0100; Adobe-Japan1;CID+9855
7A4C E0100; Adobe-Japan1;CID+9856
7A4D E0100; Adobe-Japan1;CID+9857
7A4E E0100; Adobe-Japan1;CID+9858
7A4F E0100; Adobe-Japan1;CID+9859
7A50 E0100; Adobe-Japan1;CID+9860
7A55 E0100; Adobe-Japan1;CID+9861
7A56 E0100; Adobe-Japan1;CID+9862
7A57 E0100; Adobe-Japan1;CID+9863
7A59 E0100; Adobe-Japan1;CID+9864
7A5C E0100; Adobe-Japan1;CID+9865
7A5D E0100; Adobe-Japan1;CID+9866
7A5F E0100; Adobe-Japan1;CID+9867
7A60 E0100; Adobe-Japan1;CID+9868
7A60 E0101; Adobe-Japan1;CID+17091
7A61 E0100; Adobe-Japan1;CID+9869
7A62 E0100; Adobe-Japan1;CID+9870
7A63 E0100; Adobe-Japan1;CID+9871
7A65 E0100; Adobe-Japan1;CID+9872
7A67 E0100; Adobe-Japan1;CID+9873
7A69 E0100; Adobe-Japan1;CID+9874
7A6A E0100; Adobe-Japan1;CID+9875
7A6B E0100; Adobe-Japan1;CID+9876
7A6D E0100; Adobe-Japan1;CID+9877
7A70 E0100; Adobe-Japan1;CID+9878
7A74 E0100; Adobe-Japan1;CID+9879
7A74 E0101; Adobe-Japan1;CID+17092
7A74 E0102; Adobe-Japan1;CID+17093
7A75 E0100; Adobe-Japan1;CID+9880
7A76 E0100; Adobe-Japan1;CID+9881
7A78 E0100; Adobe-Japan1;CID+9882
7A79 E0100; Adobe-Japan1;CID+9883
7A7A E0100; Adobe-Japan1;CID+9884
7A7A E0101; Adobe-Japan1;CID+17094
7A7D E0100; Adobe-Japan1;CID+9885
7A7E E0100; Adobe-Japan1;CID+9886
7A7F E0100; Adobe-Japan1;CID+16499
7A7F E0101; Adobe-Japan1;CID+9887
7A80 E0100; Adobe-Japan1;CID+9888
7A81 E0100; Adobe-Japan1;CID+9889
7A81 E0101; Adobe-Japan1;CID+15488
7A82 E0100; Adobe-Japan1;CID+9890
7A83 E0100; Adobe-Japan1;CID+9891
7A84 E0100; Adobe-Japan1;CID+9892
7A85 E0100; Adobe-Japan1;CID+9893
7A86 E0100; Adobe-Japan1;CID+9894
7A88 E0100; Adobe-Japan1;CID+9895
7A8A E0100; Adobe-Japan1;CID+9896
7A8B E0100; Adobe-Japan1;CID+9897
7A90 E0100; Adobe-Japan1;CID+9898
7A91 E0100; Adobe-Japan1;CID+9899
7A92 E0100; Adobe-Japan1;CID+9900
7A93 E0100; Adobe-Japan1;CID+9901
7A94 E0100; Adobe-Japan1;CID+9902
7A95 E0100; Adobe-Japan1;CID+9903
7A95 E0101; Adobe-Japan1;CID+17095
7A96 E0100; Adobe-Japan1;CID+9904
7A97 E0100; Adobe-Japan1;CID+9905
7A97 E0101; Adobe-Japan1;CID+17096
7A98 E0100; Adobe-Japan1;CID+9906
7A9E E0100; Adobe-Japan1;CID+9907
7A9F E0100; Adobe-Japan1;CID+9908
7AA0 E0100; Adobe-Japan1;CID+9909
7AA3 E0100; Adobe-Japan1;CID+9910
7AA9 E0100; Adobe-Japan1;CID+9911
7AAA E0100; Adobe-Japan1;CID+9912
7AAC E0100; Adobe-Japan1;CID+9913
7AAE E0100; Adobe-Japan1;CID+9914
7AAE E0101; Adobe-Japan1;CID+17097
7AAF E0100; Adobe-Japan1;CID+9915
7AB0 E0100; Adobe-Japan1;CID+9916
7AB3 E0100; Adobe-Japan1;CID+9917
7AB5 E0100; Adobe-Japan1;CID+9918
7AB6 E0100; Adobe-Japan1;CID+9919
7AB9 E0100; Adobe-Japan1;CID+9920
7ABA E0100; Adobe-Japan1;CID+9921
7ABB E0100; Adobe-Japan1;CID+9922
7ABC E0100; Adobe-Japan1;CID+9923
7ABD E0100; Adobe-Japan1;CID+9924
7ABE E0100; Adobe-Japan1;CID+9925
7ABE E0101; Adobe-Japan1;CID+17098
7ABF E0100; Adobe-Japan1;CID+9926
7AC3 E0100; Adobe-Japan1;CID+9927
7AC4 E0100; Adobe-Japan1;CID+9928
7AC5 E0100; Adobe-Japan1;CID+9929
7AC6 E0100; Adobe-Japan1;CID+9930
7AC6 E0101; Adobe-Japan1;CID+17099
7AC7 E0100; Adobe-Japan1;CID+9931
7AC8 E0100; Adobe-Japan1;CID+16500
7AC8 E0101; Adobe-Japan1;CID+9932
7AC9 E0100; Adobe-Japan1;CID+9933
7ACA E0100; Adobe-Japan1;CID+9934
7ACB E0100; Adobe-Japan1;CID+9935
7ACC E0100; Adobe-Japan1;CID+9936
7ACD E0100; Adobe-Japan1;CID+9937
7ACE E0100; Adobe-Japan1;CID+9938
7ACF E0100; Adobe-Japan1;CID+9939
7AD1 E0100; Adobe-Japan1;CID+9940
7AD2 E0100; Adobe-Japan1;CID+9941
7AD3 E0100; Adobe-Japan1;CID+9942
7AD5 E0100; Adobe-Japan1;CID+9943
7AD9 E0100; Adobe-Japan1;CID+9944
7ADA E0100; Adobe-Japan1;CID+9945
7ADB E0100; Adobe-Japan1;CID+9946
7ADC E0100; Adobe-Japan1;CID+9947
7ADD E0100; Adobe-Japan1;CID+9948
7ADF E0100; Adobe-Japan1;CID+9949
7AE0 E0100; Adobe-Japan1;CID+9950
7AE1 E0100; Adobe-Japan1;CID+9951
7AE2 E0100; Adobe-Japan1;CID+9952
7AE3 E0100; Adobe-Japan1;CID+9953
7AE5 E0100; Adobe-Japan1;CID+9954
7AE6 E0100; Adobe-Japan1;CID+9955
7AE7 E0100; Adobe-Japan1;CID+9956
7AE8 E0100; Adobe-Japan1;CID+9957
7AE9 E0100; Adobe-Japan1;CID+9958
7AEA E0100; Adobe-Japan1;CID+9959
7AEB E0100; Adobe-Japan1;CID+9960
7AEC E0100; Adobe-Japan1;CID+9961
7AED E0100; Adobe-Japan1;CID+9962
7AEF E0100; Adobe-Japan1;CID+9963
7AF0 E0100; Adobe-Japan1;CID+9964
7AF1 E0100; Adobe-Japan1;CID+9965
7AF4 E0100; Adobe-Japan1;CID+9966
7AF6 E0100; Adobe-Japan1;CID+9967
7AF8 E0100; Adobe-Japan1;CID+9968
7AF9 E0100; Adobe-Japan1;CID+9969
7AFA E0100; Adobe-Japan1;CID+9970
7AFB E0100; Adobe-Japan1;CID+9971
7AFD E0100; Adobe-Japan1;CID+9972
7AFE E0100; Adobe-Japan1;CID+9973
7AFF E0100; Adobe-Japan1;CID+9974
7B02 E0100; Adobe-Japan1;CID+9975
7B04 E0100; Adobe-Japan1;CID+9976
7B06 E0100; Adobe-Japan1;CID+9977
7B07 E0100; Adobe-Japan1;CID+9978
7B08 E0100; Adobe-Japan1;CID+16501
7B08 E0101; Adobe-Japan1;CID+17100
7B08 E0102; Adobe-Japan1;CID+9979
7B0A E0100; Adobe-Japan1;CID+9980
7B0B E0100; Adobe-Japan1;CID+9981
7B0F E0100; Adobe-Japan1;CID+9982
7B11 E0100; Adobe-Japan1;CID+9983
7B12 E0100; Adobe-Japan1;CID+9984
7B14 E0100; Adobe-Japan1;CID+9985
7B18 E0100; Adobe-Japan1;CID+9986
7B19 E0100; Adobe-Japan1;CID+9987
7B1B E0100; Adobe-Japan1;CID+9988
7B1E E0100; Adobe-Japan1;CID+9989
7B1F E0100; Adobe-Japan1;CID+9990
7B20 E0100; Adobe-Japan1;CID+9991
7B23 E0100; Adobe-Japan1;CID+9992
7B25 E0100; Adobe-Japan1;CID+9993
7B26 E0100; Adobe-Japan1;CID+9994
7B27 E0100; Adobe-Japan1;CID+9995
7B28 E0100; Adobe-Japan1;CID+9996
7B29 E0100; Adobe-Japan1;CID+9997
7B2A E0100; Adobe-Japan1;CID+9998
7B2B E0100; Adobe-Japan1;CID+9999
7B2C E0100; Adobe-Japan1;CID+10000
7B2D E0100; Adobe-Japan1;CID+10001
7B2E E0100; Adobe-Japan1;CID+10002
7B2F E0100; Adobe-Japan1;CID+10003
7B30 E0100; Adobe-Japan1;CID+10004
7B31 E0100; Adobe-Japan1;CID+10005
7B33 E0100; Adobe-Japan1;CID+10006
7B34 E0100; Adobe-Japan1;CID+10007
7B35 E0100; Adobe-Japan1;CID+10008
7B36 E0100; Adobe-Japan1;CID+10009
7B39 E0100; Adobe-Japan1;CID+10010
7B3B E0100; Adobe-Japan1;CID+10011
7B3D E0100; Adobe-Japan1;CID+10012
7B3F E0100; Adobe-Japan1;CID+10013
7B40 E0100; Adobe-Japan1;CID+10014
7B41 E0100; Adobe-Japan1;CID+10015
7B45 E0100; Adobe-Japan1;CID+10016
7B46 E0100; Adobe-Japan1;CID+10017
7B47 E0100; Adobe-Japan1;CID+10018
7B48 E0100; Adobe-Japan1;CID+10019
7B49 E0100; Adobe-Japan1;CID+10020
7B4B E0100; Adobe-Japan1;CID+10021
7B4C E0100; Adobe-Japan1;CID+10022
7B4D E0100; Adobe-Japan1;CID+10023
7B4E E0100; Adobe-Japan1;CID+10024
7B4F E0100; Adobe-Japan1;CID+10025
7B50 E0100; Adobe-Japan1;CID+10026
7B51 E0100; Adobe-Japan1;CID+10027
7B51 E0101; Adobe-Japan1;CID+17101
7B52 E0100; Adobe-Japan1;CID+10028
7B53 E0100; Adobe-Japan1;CID+10029
7B54 E0100; Adobe-Japan1;CID+10030
7B55 E0100; Adobe-Japan1;CID+10031
7B56 E0100; Adobe-Japan1;CID+10032
7B5D E0100; Adobe-Japan1;CID+10033
7B60 E0100; Adobe-Japan1;CID+10034
7B64 E0100; Adobe-Japan1;CID+10035
7B65 E0100; Adobe-Japan1;CID+10036
7B66 E0100; Adobe-Japan1;CID+10037
7B67 E0100; Adobe-Japan1;CID+10038
7B69 E0100; Adobe-Japan1;CID+10039
7B6A E0100; Adobe-Japan1;CID+10040
7B6C E0100; Adobe-Japan1;CID+10041
7B6D E0100; Adobe-Japan1;CID+10042
7B6E E0100; Adobe-Japan1;CID+10043
7B6F E0100; Adobe-Japan1;CID+10044
7B70 E0100; Adobe-Japan1;CID+10045
7B71 E0100; Adobe-Japan1;CID+10046
7B72 E0100; Adobe-Japan1;CID+10047
7B73 E0100; Adobe-Japan1;CID+10048
7B74 E0100; Adobe-Japan1;CID+10049
7B75 E0100; Adobe-Japan1;CID+16502
7B75 E0101; Adobe-Japan1;CID+10050
7B77 E0100; Adobe-Japan1;CID+10051
7B79 E0100; Adobe-Japan1;CID+10052
7B7A E0100; Adobe-Japan1;CID+10053
7B7F E0100; Adobe-Japan1;CID+10054
7B84 E0100; Adobe-Japan1;CID+10055
7B86 E0100; Adobe-Japan1;CID+10056
7B87 E0100; Adobe-Japan1;CID+10057
7B89 E0100; Adobe-Japan1;CID+10058
7B8B E0100; Adobe-Japan1;CID+10059
7B8D E0100; Adobe-Japan1;CID+10060
7B8E E0100; Adobe-Japan1;CID+10061
7B8F E0100; Adobe-Japan1;CID+10062
7B90 E0100; Adobe-Japan1;CID+10063
7B91 E0100; Adobe-Japan1;CID+10064
7B92 E0100; Adobe-Japan1;CID+10065
7B94 E0100; Adobe-Japan1;CID+10066
7B95 E0100; Adobe-Japan1;CID+10067
7B96 E0100; Adobe-Japan1;CID+10068
7B97 E0100; Adobe-Japan1;CID+10069
7B98 E0100; Adobe-Japan1;CID+10070
7B99 E0100; Adobe-Japan1;CID+10071
7B99 E0101; Adobe-Japan1;CID+17102
7B9A E0100; Adobe-Japan1;CID+10072
7B9B E0100; Adobe-Japan1;CID+10073
7B9C E0100; Adobe-Japan1;CID+10074
7B9D E0100; Adobe-Japan1;CID+10075
7B9E E0100; Adobe-Japan1;CID+10076
7B9F E0100; Adobe-Japan1;CID+10077
7BA0 E0100; Adobe-Japan1;CID+10078
7BA1 E0100; Adobe-Japan1;CID+10079
7BA5 E0100; Adobe-Japan1;CID+10080
7BAA E0100; Adobe-Japan1;CID+10081
7BAC E0100; Adobe-Japan1;CID+10082
7BAD E0100; Adobe-Japan1;CID+16503
7BAD E0101; Adobe-Japan1;CID+10083
7BAF E0100; Adobe-Japan1;CID+10084
7BB0 E0100; Adobe-Japan1;CID+10085
7BB1 E0100; Adobe-Japan1;CID+10086
7BB2 E0100; Adobe-Japan1;CID+10087
7BB4 E0100; Adobe-Japan1;CID+10088
7BB5 E0100; Adobe-Japan1;CID+10089
7BB6 E0100; Adobe-Japan1;CID+10090
7BB8 E0100; Adobe-Japan1;CID+16504
7BB8 E0101; Adobe-Japan1;CID+10091
7BBA E0100; Adobe-Japan1;CID+10092
7BBB E0100; Adobe-Japan1;CID+10093
7BBC E0100; Adobe-Japan1;CID+10094
7BBD E0100; Adobe-Japan1;CID+10095
7BC0 E0100; Adobe-Japan1;CID+10096
7BC0 E0101; Adobe-Japan1;CID+15489
7BC0 E0102; Adobe-Japan1;CID+17103
7BC1 E0100; Adobe-Japan1;CID+10097
7BC2 E0100; Adobe-Japan1;CID+10098
7BC4 E0100; Adobe-Japan1;CID+10099
7BC5 E0100; Adobe-Japan1;CID+10100
7BC6 E0100; Adobe-Japan1;CID+10101
7BC7 E0100; Adobe-Japan1;CID+16505
7BC7 E0101; Adobe-Japan1;CID+10102
7BC8 E0100; Adobe-Japan1;CID+10103
7BC9 E0100; Adobe-Japan1;CID+10104
7BC9 E0101; Adobe-Japan1;CID+17104
7BCA E0100; Adobe-Japan1;CID+10105
7BCB E0100; Adobe-Japan1;CID+10106
7BCC E0100; Adobe-Japan1;CID+10107
7BCF E0100; Adobe-Japan1;CID+10108
7BD4 E0100; Adobe-Japan1;CID+10109
7BD6 E0100; Adobe-Japan1;CID+10110
7BD7 E0100; Adobe-Japan1;CID+10111
7BD9 E0100; Adobe-Japan1;CID+10112
7BDA E0100; Adobe-Japan1;CID+10113
7BDB E0100; Adobe-Japan1;CID+10114
7BDD E0100; Adobe-Japan1;CID+16506
7BDD E0101; Adobe-Japan1;CID+10115
7BE0 E0100; Adobe-Japan1;CID+10116
7BE0 E0101; Adobe-Japan1;CID+17105
7BE4 E0100; Adobe-Japan1;CID+10117
7BE5 E0100; Adobe-Japan1;CID+10118
7BE6 E0100; Adobe-Japan1;CID+10119
7BE8 E0100; Adobe-Japan1;CID+10120
7BE9 E0100; Adobe-Japan1;CID+10121
7BEA E0100; Adobe-Japan1;CID+10122
7BED E0100; Adobe-Japan1;CID+10123
7BF0 E0100; Adobe-Japan1;CID+10124
7BF2 E0100; Adobe-Japan1;CID+10125
7BF3 E0100; Adobe-Japan1;CID+10126
7BF4 E0100; Adobe-Japan1;CID+10127
7BF5 E0100; Adobe-Japan1;CID+10128
7BF6 E0100; Adobe-Japan1;CID+10129
7BF7 E0100; Adobe-Japan1;CID+10130
7BF8 E0100; Adobe-Japan1;CID+10131
7BF9 E0100; Adobe-Japan1;CID+10132
7BFA E0100; Adobe-Japan1;CID+10133
7BFC E0100; Adobe-Japan1;CID+10134
7BFE E0100; Adobe-Japan1;CID+10135
7C00 E0100; Adobe-Japan1;CID+10136
7C01 E0100; Adobe-Japan1;CID+10137
7C02 E0100; Adobe-Japan1;CID+10138
7C03 E0100; Adobe-Japan1;CID+10139
7C04 E0100; Adobe-Japan1;CID+10140
7C06 E0100; Adobe-Japan1;CID+10141
7C07 E0100; Adobe-Japan1;CID+10142
7C09 E0100; Adobe-Japan1;CID+10143
7C0B E0100; Adobe-Japan1;CID+10144
7C0C E0100; Adobe-Japan1;CID+10145
7C0D E0100; Adobe-Japan1;CID+10146
7C0E E0100; Adobe-Japan1;CID+10147
7C0F E0100; Adobe-Japan1;CID+10148
7C11 E0100; Adobe-Japan1;CID+10149
7C12 E0100; Adobe-Japan1;CID+10150
7C13 E0100; Adobe-Japan1;CID+10151
7C14 E0100; Adobe-Japan1;CID+10152
7C14 E0101; Adobe-Japan1;CID+17106
7C17 E0100; Adobe-Japan1;CID+10153
7C19 E0100; Adobe-Japan1;CID+10154
7C1B E0100; Adobe-Japan1;CID+10155
7C1E E0100; Adobe-Japan1;CID+10156
7C1F E0100; Adobe-Japan1;CID+10157
7C20 E0100; Adobe-Japan1;CID+10158
7C21 E0100; Adobe-Japan1;CID+10159
7C23 E0100; Adobe-Japan1;CID+10160
7C25 E0100; Adobe-Japan1;CID+10161
7C26 E0100; Adobe-Japan1;CID+10162
7C27 E0100; Adobe-Japan1;CID+10163
7C28 E0100; Adobe-Japan1;CID+10164
7C2A E0100; Adobe-Japan1;CID+10165
7C2B E0100; Adobe-Japan1;CID+10166
7C2C E0100; Adobe-Japan1;CID+10167
7C2F E0100; Adobe-Japan1;CID+10168
7C31 E0100; Adobe-Japan1;CID+10169
7C33 E0100; Adobe-Japan1;CID+10170
7C34 E0100; Adobe-Japan1;CID+10171
7C36 E0100; Adobe-Japan1;CID+10172
7C37 E0100; Adobe-Japan1;CID+10173
7C38 E0100; Adobe-Japan1;CID+10174
7C39 E0100; Adobe-Japan1;CID+10175
7C3A E0100; Adobe-Japan1;CID+10176
7C3D E0100; Adobe-Japan1;CID+10177
7C3E E0100; Adobe-Japan1;CID+16507
7C3E E0101; Adobe-Japan1;CID+17107
7C3E E0102; Adobe-Japan1;CID+10178
7C3F E0100; Adobe-Japan1;CID+10179
7C3F E0101; Adobe-Japan1;CID+17108
7C40 E0100; Adobe-Japan1;CID+10180
7C42 E0100; Adobe-Japan1;CID+10181
7C43 E0100; Adobe-Japan1;CID+10182
7C45 E0100; Adobe-Japan1;CID+10183
7C46 E0100; Adobe-Japan1;CID+10184
7C4A E0100; Adobe-Japan1;CID+10185
7C4C E0100; Adobe-Japan1;CID+10186
7C4D E0100; Adobe-Japan1;CID+10187
7C4D E0101; Adobe-Japan1;CID+17109
7C4F E0100; Adobe-Japan1;CID+10188
7C50 E0100; Adobe-Japan1;CID+10189
7C50 E0101; Adobe-Japan1;CID+17110
7C50 E0102; Adobe-Japan1;CID+17111
7C51 E0100; Adobe-Japan1;CID+10190
7C52 E0100; Adobe-Japan1;CID+10191
7C53 E0100; Adobe-Japan1;CID+10192
7C54 E0100; Adobe-Japan1;CID+10193
7C55 E0100; Adobe-Japan1;CID+10194
7C56 E0100; Adobe-Japan1;CID+10195
7C57 E0100; Adobe-Japan1;CID+10196
7C58 E0100; Adobe-Japan1;CID+10197
7C58 E0101; Adobe-Japan1;CID+17112
7C59 E0100; Adobe-Japan1;CID+10198
7C5A E0100; Adobe-Japan1;CID+10199
7C5B E0100; Adobe-Japan1;CID+10200
7C5C E0100; Adobe-Japan1;CID+10201
7C5D E0100; Adobe-Japan1;CID+10202
7C5E E0100; Adobe-Japan1;CID+10203
7C5F E0100; Adobe-Japan1;CID+10204
7C60 E0100; Adobe-Japan1;CID+10205
7C61 E0100; Adobe-Japan1;CID+10206
7C63 E0100; Adobe-Japan1;CID+10207
7C64 E0100; Adobe-Japan1;CID+10208
7C65 E0100; Adobe-Japan1;CID+10209
7C67 E0100; Adobe-Japan1;CID+10210
7C69 E0100; Adobe-Japan1;CID+10211
7C69 E0101; Adobe-Japan1;CID+17113
7C6C E0100; Adobe-Japan1;CID+10212
7C6D E0100; Adobe-Japan1;CID+10213
7C6E E0100; Adobe-Japan1;CID+10214
7C6F E0100; Adobe-Japan1;CID+10215
7C70 E0100; Adobe-Japan1;CID+10216
7C72 E0100; Adobe-Japan1;CID+10217
7C73 E0100; Adobe-Japan1;CID+10218
7C75 E0100; Adobe-Japan1;CID+10219
7C79 E0100; Adobe-Japan1;CID+10220
7C7B E0100; Adobe-Japan1;CID+10221
7C7C E0100; Adobe-Japan1;CID+10222
7C7D E0100; Adobe-Japan1;CID+10223
7C7E E0100; Adobe-Japan1;CID+16508
7C7E E0101; Adobe-Japan1;CID+17114
7C7E E0102; Adobe-Japan1;CID+10224
7C81 E0100; Adobe-Japan1;CID+10225
7C82 E0100; Adobe-Japan1;CID+16509
7C82 E0101; Adobe-Japan1;CID+10226
7C83 E0100; Adobe-Japan1;CID+10227
7C86 E0100; Adobe-Japan1;CID+10228
7C87 E0100; Adobe-Japan1;CID+10229
7C89 E0100; Adobe-Japan1;CID+10230
7C89 E0101; Adobe-Japan1;CID+17115
7C8B E0100; Adobe-Japan1;CID+10231
7C8D E0100; Adobe-Japan1;CID+10232
7C8F E0100; Adobe-Japan1;CID+10233
7C90 E0100; Adobe-Japan1;CID+10234
7C90 E0101; Adobe-Japan1;CID+17116
7C92 E0100; Adobe-Japan1;CID+10235
7C94 E0100; Adobe-Japan1;CID+10236
7C95 E0100; Adobe-Japan1;CID+10237
7C97 E0100; Adobe-Japan1;CID+10238
7C98 E0100; Adobe-Japan1;CID+10239
7C9B E0100; Adobe-Japan1;CID+10240
7C9E E0100; Adobe-Japan1;CID+10241
7C9F E0100; Adobe-Japan1;CID+10242
7CA0 E0100; Adobe-Japan1;CID+10243
7CA1 E0100; Adobe-Japan1;CID+10244
7CA2 E0100; Adobe-Japan1;CID+10245
7CA4 E0100; Adobe-Japan1;CID+10246
7CA5 E0100; Adobe-Japan1;CID+10247
7CA6 E0100; Adobe-Japan1;CID+10248
7CA7 E0100; Adobe-Japan1;CID+10249
7CA8 E0100; Adobe-Japan1;CID+10250
7CAB E0100; Adobe-Japan1;CID+10251
7CAD E0100; Adobe-Japan1;CID+10252
7CAE E0100; Adobe-Japan1;CID+10253
7CAE E0101; Adobe-Japan1;CID+17117
7CB0 E0100; Adobe-Japan1;CID+10254
7CB1 E0100; Adobe-Japan1;CID+10255
7CB2 E0100; Adobe-Japan1;CID+10256
7CB3 E0100; Adobe-Japan1;CID+10257
7CB6 E0100; Adobe-Japan1;CID+10258
7CB7 E0100; Adobe-Japan1;CID+10259
7CB9 E0100; Adobe-Japan1;CID+10260
7CBA E0100; Adobe-Japan1;CID+10261
7CBB E0100; Adobe-Japan1;CID+10262
7CBC E0100; Adobe-Japan1;CID+10263
